memberID,HHID,villageID,unionID,upazilaID,districtID,relationship_hh_head,sex,bl_age_reported,marital_status,highest_class_passed,still_in_school,employment_status,randomization_sample
1812572037104,18125720371,1812572,1812,18,9,Son/Daughter,Female,16,Never married,Class Five,No,Unemployed,Yes
1812572037706,18125720377,1812572,1812,18,9,Son/Daughter,Female,17,Never married,Class Nine,Yes,Unemployed,Yes
1812572037902,18125720379,1812572,1812,18,9,Son/Daughter,Female,17,Never married,Class Nine,Yes,Unemployed,Yes
1812572038507,18125720385,1812572,1812,18,9,Son/Daughter,Female,16,Never married,Class Six,Yes,Unemployed,Yes
1812572039103,18125720391,1812572,1812,18,9,Son/Daughter,Female,15,Never married,Class Nine,Yes,Unemployed,Yes
1812572039203,18125720392,1812572,1812,18,9,Son/Daughter,Female,17,Never married,Class Six,No,Unemployed,Yes
1812572041804,18125720418,1812572,1812,18,9,Son/Daughter,Female,16,Never married,Class Four,Yes,Unemployed,Yes
1812572041910,18125720419,1812572,1812,18,9,Spouse of Son/Daughter,Female,16,Currently married,Class Five,No,Unemployed,Yes
1812572042304,18125720423,1812572,1812,18,9,Son/Daughter,Female,16,Never married,Class Five,Yes,Unemployed,Yes
1812572043008,18125720430,1812572,1812,18,9,Spouse of Son/Daughter,Female,16,Currently married,Class One,No,Unemployed,Yes
1812572044403,18125720444,1812572,1812,18,9,Son/Daughter,Female,16,Never married,SSC/Equivalent,Yes,Unemployed,Yes
1812572045004,18125720450,1812572,1812,18,9,Son/Daughter,Female,17,Never married,SSC/Equivalent,Yes,Unemployed,Yes
1812572045204,18125720452,1812572,1812,18,9,Son/Daughter,Female,15,Never married,Class Five,Yes,Unemployed,Yes
1812572046704,18125720467,1812572,1812,18,9,Son/Daughter,Female,16,Never married,Class Eight,Yes,Unemployed,Yes
1812572047704,18125720477,1812572,1812,18,9,Son/Daughter,Female,16,Never married,SSC/Equivalent,Yes,Unemployed,Yes
1812572048203,18125720482,1812572,1812,18,9,Son/Daughter,Female,15,Never married,Class Nine,Yes,Unemployed,Yes
1812572048703,18125720487,1812572,1812,18,9,Son/Daughter,Female,16,Never married,Class Six,No,Unemployed,Yes
1812572048905,18125720489,1812572,1812,18,9,Son/Daughter,Female,16,Never married,Class Six,No,Unemployed,Yes
1812572050003,18125720500,1812572,1812,18,9,Son/Daughter,Female,17,Never married,Class Five,No,Full-time employment - outside the home,Yes
1812572051004,18125720510,1812572,1812,18,9,Son/Daughter,Female,16,Never married,Class Five,No,Unemployed,Yes
1812572051105,18125720511,1812572,1812,18,9,Son/Daughter,Female,17,Never married,Class Five,No,Unemployed,Yes
1812572051704,18125720517,1812572,1812,18,9,Son/Daughter,Female,15,Never married,Class Six,Yes,Unemployed,Yes
1812572051904,18125720519,1812572,1812,18,9,Son/Daughter,Female,16,Never married,Class Seven,Yes,Unemployed,Yes
1812572052103,18125720521,1812572,1812,18,9,Son/Daughter,Female,16,Never married,Class Nine,Yes,Unemployed,Yes
1812572052205,18125720522,1812572,1812,18,9,Grandchild,Female,15,Never married,SSC/Equivalent,Yes,Unemployed,Yes
1812572052603,18125720526,1812572,1812,18,9,Son/Daughter,Female,16,Never married,Class Two,No,Unemployed,Yes
1812572053104,18125720531,1812572,1812,18,9,Son/Daughter,Female,15,Never married,Hafezi/Religious education,No,Unemployed,Yes
1812572053203,18125720532,1812572,1812,18,9,Son/Daughter,Female,16,Never married,Hafezi/Religious education,No,Unemployed,Yes
1812572056804,18125720568,1812572,1812,18,9,Son/Daughter,Female,15,Never married,Class Five,No,Unemployed,Yes
1812572057504,18125720575,1812572,1812,18,9,Son/Daughter,Female,15,Never married,No Class Passed,No,Unemployed,Yes
1812572057507,18125720575,1812572,1812,18,9,Spouse of Son/Daughter,Female,16,Currently married,Class One,No,Unemployed,Yes
1812572059605,18125720596,1812572,1812,18,9,Son/Daughter,Female,17,Never married,Class Seven,No,Unemployed,Yes
1812572059804,18125720598,1812572,1812,18,9,Son/Daughter,Female,16,Never married,Class Six,Yes,Unemployed,Yes
1812572060505,18125720605,1812572,1812,18,9,Son/Daughter,Female,16,Never married,No Class Passed,No,Unemployed,Yes
1812572061403,18125720614,1812572,1812,18,9,Son/Daughter,Female,16,Never married,HSC/First year,Yes,Unemployed,Yes
1812572061704,18125720617,1812572,1812,18,9,Son/Daughter,Female,16,Never married,Class Six,No,Unemployed,Yes
1812572062005,18125720620,1812572,1812,18,9,Son/Daughter,Female,17,Never married,SSC/Equivalent,Yes,Unemployed,Yes
1812572062503,18125720625,1812572,1812,18,9,Son/Daughter,Female,15,Never married,Class Six,Yes,Unemployed,Yes
1812572062604,18125720626,1812572,1812,18,9,Son/Daughter,Female,15,Never married,Class Two,No,Unemployed,Yes
1812572063003,18125720630,1812572,1812,18,9,Son/Daughter,Female,16,Never married,Class Eight,Yes,Unemployed,Yes
1812572063806,18125720638,1812572,1812,18,9,Niece/Nephew,Female,16,Never married,Class Five,No,Unemployed,Yes
1812572064403,18125720644,1812572,1812,18,9,Son/Daughter,Female,16,Never married,Class Five,Yes,Unemployed,Yes
1812572064603,18125720646,1812572,1812,18,9,Son/Daughter,Female,15,Never married,SSC/Equivalent,Yes,Unemployed,Yes
1812572065805,18125720658,1812572,1812,18,9,Son/Daughter,Female,15,Never married,Class Four,No,Unemployed,Yes
1812572066905,18125720669,1812572,1812,18,9,Son/Daughter,Female,15,Never married,Class Nine,Yes,Unemployed,Yes
1812572067206,18125720672,1812572,1812,18,9,Son/Daughter,Female,16,Never married,HSC/First year,Yes,Unemployed,Yes
1812572067903,18125720679,1812572,1812,18,9,Son/Daughter,Female,15,Never married,Class Six,No,Unemployed,Yes
1812572068003,18125720680,1812572,1812,18,9,Son/Daughter,Female,15,Never married,Class Five,No,Unemployed,Yes
1812572068803,18125720688,1812572,1812,18,9,Son/Daughter,Female,15,Never married,Class Nine,Yes,Unemployed,Yes
1812572070302,18125720703,1812572,1812,18,9,Husband/Wife,Female,16,Currently married,Class Five,No,Unemployed,Yes
1812595000104,18125950001,1812595,1812,18,9,Son/Daughter,Female,17,Never married,HSC/First year,Yes,Unemployed,Yes
1812595000303,18125950003,1812595,1812,18,9,Son/Daughter,Female,15,Never married,Class Nine,Yes,Unemployed,Yes
1812595000805,18125950008,1812595,1812,18,9,Son/Daughter,Female,16,Never married,Class Seven,No,Unemployed,Yes
1812595001003,18125950010,1812595,1812,18,9,Son/Daughter,Female,15,Never married,Class Six,No,Unemployed,Yes
1812595002203,18125950022,1812595,1812,18,9,Son/Daughter,Female,15,Never married,Class Five,Yes,Unemployed,Yes
1812595003007,18125950030,1812595,1812,18,9,Son/Daughter,Female,15,Never married,Class Five,No,Unemployed,Yes
1812595003105,18125950031,1812595,1812,18,9,Son/Daughter,Female,15,Never married,Class Four,Yes,Unemployed,Yes
1812595003204,18125950032,1812595,1812,18,9,Son/Daughter,Female,16,Never married,Class Seven,Yes,Unemployed,Yes
1812595004303,18125950043,1812595,1812,18,9,Son/Daughter,Female,15,Never married,Class Five,No,Unemployed,Yes
1812595004906,18125950049,1812595,1812,18,9,Son/Daughter,Female,15,Never married,Class Nine,Yes,Unemployed,Yes
1812595005604,18125950056,1812595,1812,18,9,Brother/Sister,Female,16,Never married,Class Six,Yes,Unemployed,Yes
1812595006705,18125950067,1812595,1812,18,9,Son/Daughter,Female,16,Never married,HSC/First year,Yes,Unemployed,Yes
1812595006903,18125950069,1812595,1812,18,9,Son/Daughter,Female,16,Currently married,Class Six,No,Unemployed,Yes
1812595007109,18125950071,1812595,1812,18,9,Spouse of Son/Daughter,Female,16,Currently married,Class Five,No,Unemployed,Yes
1812595007403,18125950074,1812595,1812,18,9,Son/Daughter,Female,17,Never married,Class Five,No,Unemployed,Yes
1812595008302,18125950083,1812595,1812,18,9,Husband/Wife,Female,17,Currently married,Class Five,No,Unemployed,Yes
1812595008704,18125950087,1812595,1812,18,9,Son/Daughter,Female,15,Never married,Class Nine,Yes,Unemployed,Yes
1812595008804,18125950088,1812595,1812,18,9,Son/Daughter,Female,17,Never married,Class One,Yes,Unemployed,Yes
1812595009404,18125950094,1812595,1812,18,9,Son/Daughter,Female,16,Never married,Class Nine,Yes,Unemployed,Yes
1812595009703,18125950097,1812595,1812,18,9,Son/Daughter,Female,17,Never married,Class Nine,Yes,Unemployed,Yes
1812595009803,18125950098,1812595,1812,18,9,Son/Daughter,Female,16,Never married,Class Seven,Yes,Unemployed,Yes
1812595010605,18125950106,1812595,1812,18,9,Son/Daughter,Female,16,Never married,Class Three,No,Unemployed,Yes
1812595011203,18125950112,1812595,1812,18,9,Son/Daughter,Female,17,Never married,Class Four,No,Unemployed,Yes
1812595012705,18125950127,1812595,1812,18,9,Son/Daughter,Female,16,Never married,Class Eight,Yes,Unemployed,Yes
1812595014304,18125950143,1812595,1812,18,9,Son/Daughter,Female,17,Never married,No Class Passed,No,Unemployed,Yes
1812595015103,18125950151,1812595,1812,18,9,Son/Daughter,Female,15,Never married,No Class Passed,No,Unemployed,Yes
1812595018003,18125950180,1812595,1812,18,9,Son/Daughter,Female,16,Never married,Class Nine,Yes,Unemployed,Yes
1812595018404,18125950184,1812595,1812,18,9,Son/Daughter,Female,16,Never married,Class Seven,No,Unemployed,Yes
1812595018602,18125950186,1812595,1812,18,9,Husband/Wife,Female,17,Currently married,Class Seven,No,Unemployed,Yes
1812595018804,18125950188,1812595,1812,18,9,Son/Daughter,Female,17,Never married,HSC/First year,Yes,Unemployed,Yes
1812595018807,18125950188,1812595,1812,18,9,Niece/Nephew,Female,16,Never married,Class Five,No,Full-time employment - outside the home,Yes
1812595019009,18125950190,1812595,1812,18,9,Spouse of Son/Daughter,Female,17,Currently married,Class Eight,No,Unemployed,Yes
1812595019804,18125950198,1812595,1812,18,9,Son/Daughter,Female,15,Never married,Class Seven,Yes,Unemployed,Yes
1812595020003,18125950200,1812595,1812,18,9,Son/Daughter,Female,16,Never married,Class Nine,Yes,Unemployed,Yes
1812595020103,18125950201,1812595,1812,18,9,Son/Daughter,Female,15,Never married,Class Eight,Yes,Unemployed,Yes
1812595021603,18125950216,1812595,1812,18,9,Son/Daughter,Female,15,Never married,Class Five,No,Unemployed,Yes
1812595022404,18125950224,1812595,1812,18,9,Son/Daughter,Female,15,Never married,Class Nine,Yes,Unemployed,Yes
1812595023205,18125950232,1812595,1812,18,9,Son/Daughter,Female,16,Never married,Class Nine,Yes,Unemployed,Yes
1812595023903,18125950239,1812595,1812,18,9,Son/Daughter,Female,17,Never married,Class Seven,No,Unemployed,Yes
1812595024305,18125950243,1812595,1812,18,9,Grandchild,Female,15,Never married,Class Nine,Yes,Unemployed,Yes
1812595025405,18125950254,1812595,1812,18,9,Spouse of Son/Daughter,Female,16,Currently married,Class Nine,Yes,Unemployed,Yes
1812595025605,18125950256,1812595,1812,18,9,Son/Daughter,Female,15,Never married,Class Six,Yes,Unemployed,Yes
1812595026104,18125950261,1812595,1812,18,9,Son/Daughter,Female,16,Never married,Class Five,No,Unemployed,Yes
1812595026204,18125950262,1812595,1812,18,9,Son/Daughter,Female,17,Never married,Class Three,Yes,Unemployed,Yes
1812595026303,18125950263,1812595,1812,18,9,Son/Daughter,Female,17,Never married,No Class Passed,No,Unemployed,Yes
1812595027303,18125950273,1812595,1812,18,9,Son/Daughter,Female,15,Never married,Class Five,No,Unemployed,Yes
1812595027804,18125950278,1812595,1812,18,9,Son/Daughter,Female,16,Never married,Class Six,No,Unemployed,Yes
1812595029005,18125950290,1812595,1812,18,9,Son/Daughter,Female,16,Never married,Class Six,No,Unemployed,Yes
1812595029403,18125950294,1812595,1812,18,9,Son/Daughter,Female,17,Never married,Class Seven,No,Unemployed,Yes
1812595030103,18125950301,1812595,1812,18,9,Son/Daughter,Female,15,Never married,Class Seven,Yes,Unemployed,Yes
1812595031003,18125950310,1812595,1812,18,9,Son/Daughter,Female,16,Never married,Class Eight,Yes,Unemployed,Yes
1812595031304,18125950313,1812595,1812,18,9,Son/Daughter,Female,16,Never married,Class Eight,Yes,Unemployed,Yes
1812595031507,18125950315,1812595,1812,18,9,Son/Daughter,Female,16,Never married,Class Eight,Yes,Unemployed,Yes
1812595031508,18125950315,1812595,1812,18,9,Son/Daughter,Female,15,Never married,Class Eight,Yes,Unemployed,Yes
1812595031903,18125950319,1812595,1812,18,9,Son/Daughter,Female,17,Never married,Class Eight,No,Unemployed,Yes
1812595032109,18125950321,1812595,1812,18,9,Son/Daughter,Female,15,Never married,Class Four,Yes,Unemployed,Yes
1812595033304,18125950333,1812595,1812,18,9,Son/Daughter,Female,17,Never married,Class Eight,No,Unemployed,Yes
1812595034503,18125950345,1812595,1812,18,9,Son/Daughter,Female,15,Never married,Class Four,Yes,Unemployed,Yes
1812595036603,18125950366,1812595,1812,18,9,Son/Daughter,Female,15,Never married,Class Five,Yes,Unemployed,Yes
1812595036904,18125950369,1812595,1812,18,9,Son/Daughter,Female,15,Never married,Class Six,Yes,Unemployed,Yes
1812595037704,18125950377,1812595,1812,18,9,Son/Daughter,Female,17,Never married,Class Five,Yes,Unemployed,Yes
1814023001305,18140230013,1814023,1814,18,9,Son/Daughter,Female,16,Never married,HSC/First year,Yes,Unemployed,Yes
1814023001405,18140230014,1814023,1814,18,9,Other relative,Female,15,Never married,Class Nine,Yes,Unemployed,Yes
1814023001505,18140230015,1814023,1814,18,9,Son/Daughter,Female,15,Never married,Class Nine,Yes,Unemployed,Yes
1814023001804,18140230018,1814023,1814,18,9,Son/Daughter,Female,15,Never married,Class Nine,Yes,Unemployed,Yes
1814023002408,18140230024,1814023,1814,18,9,Son/Daughter,Female,15,Never married,Class Eight,Yes,Unemployed,Yes
1814023002503,18140230025,1814023,1814,18,9,Son/Daughter,Female,17,Never married,SSC/Equivalent,Yes,Unemployed,Yes
1814023003003,18140230030,1814023,1814,18,9,Son/Daughter,Female,16,Never married,No Class Passed,No,Unemployed,Yes
1814023003303,18140230033,1814023,1814,18,9,Son/Daughter,Female,17,Never married,HSC/ Equivalent,Yes,Unemployed,Yes
1814023003508,18140230035,1814023,1814,18,9,Son/Daughter,Female,15,Never married,Class Five,No,Unemployed,Yes
1814023004603,18140230046,1814023,1814,18,9,Son/Daughter,Female,16,Never married,SSC/Equivalent,Yes,Unemployed,Yes
1814023004904,18140230049,1814023,1814,18,9,Son/Daughter,Female,16,Never married,Class Nine,Yes,Unemployed,Yes
1814023005305,18140230053,1814023,1814,18,9,Son/Daughter,Female,16,Never married,Class Two,No,Unemployed,Yes
1814023006203,18140230062,1814023,1814,18,9,Son/Daughter,Female,15,Never married,Class Eight,Yes,Unemployed,Yes
1814023006503,18140230065,1814023,1814,18,9,Son/Daughter,Female,17,Never married,Class Eight,Yes,Unemployed,Yes
1814023008105,18140230081,1814023,1814,18,9,Son/Daughter,Female,15,Never married,Class Eight,Yes,Unemployed,Yes
1814023009106,18140230091,1814023,1814,18,9,Grandchild,Female,15,Never married,Class Nine,Yes,Unemployed,Yes
1814023009205,18140230092,1814023,1814,18,9,Son/Daughter,Female,17,Never married,HSC/First year,Yes,Unemployed,Yes
1814023009503,18140230095,1814023,1814,18,9,Son/Daughter,Female,17,Never married,Class Nine,Yes,Unemployed,Yes
1814023010505,18140230105,1814023,1814,18,9,Son/Daughter,Female,16,Never married,Class Six,Yes,Unemployed,Yes
1814023010906,18140230109,1814023,1814,18,9,Son/Daughter,Female,15,Never married,Class Seven,Yes,Unemployed,Yes
1814023012405,18140230124,1814023,1814,18,9,Son/Daughter,Female,16,Never married,SSC/Equivalent,Yes,Unemployed,Yes
1814023012903,18140230129,1814023,1814,18,9,Son/Daughter,Female,16,Never married,Class Seven,No,Unemployed,Yes
1814023013004,18140230130,1814023,1814,18,9,Son/Daughter,Female,16,Never married,SSC/Equivalent,Yes,Unemployed,Yes
1814023013104,18140230131,1814023,1814,18,9,Son/Daughter,Female,16,Never married,Class Eight,Yes,Unemployed,Yes
1814023013204,18140230132,1814023,1814,18,9,Son/Daughter,Female,16,Never married,Class Nine,Yes,Unemployed,Yes
1814023013505,18140230135,1814023,1814,18,9,Son/Daughter,Female,16,Never married,Class Seven,No,Unemployed,Yes
1814023013704,18140230137,1814023,1814,18,9,Son/Daughter,Female,16,Never married,Class Nine,Yes,Unemployed,Yes
1814023014008,18140230140,1814023,1814,18,9,Son/Daughter,Female,15,Never married,Class Nine,Yes,Unemployed,Yes
